278,0.18302,1.8762,0.18316,1.8775,0.16575,1.9283,0.1657,1.9288
278.1,0.18296,1.876,0.18309,1.8773,0.16568,1.9282,0.16563,1.9287
278.2,0.18289,1.8758,0.18303,1.8771,0.1656,1.9281,0.16555,1.9286
278.3,0.18283,1.8756,0.18297,1.8769,0.16552,1.928,0.16547,1.9285
278.4,0.18277,1.8754,0.18291,1.8767,0.16544,1.9279,0.16539,1.9284
278.5,0.1827,1.8752,0.18284,1.8765,0.16536,1.9278,0.16532,1.9283
278.6,0.18264,1.875,0.18278,1.8763,0.16529,1.9277,0.16524,1.9282
278.7,0.18258,1.8748,0.18272,1.8761,0.16521,1.9277,0.16516,1.9281
278.8,0.18252,1.8746,0.18266,1.8759,0.16513,1.9276,0.16508,1.928
278.9,0.18245,1.8744,0.18259,1.8757,0.16505,1.9275,0.16501,1.928
279,0.18239,1.8742,0.18253,1.8755,0.16498,1.9274,0.16493,1.9279
279.1,0.18233,1.874,0.18247,1.8753,0.1649,1.9273,0.16485,1.9278
279.2,0.18226,1.8738,0.18241,1.8751,0.16482,1.9272,0.16478,1.9277
279.3,0.1822,1.8736,0.18234,1.8749,0.16475,1.9271,0.1647,1.9276
279.4,0.18214,1.8734,0.18228,1.8747,0.16467,1.927,0.16462,1.9275
279.5,0.18208,1.8732,0.18222,1.8745,0.16459,1.927,0.16454,1.9274
279.6,0.18202,1.873,0.18216,1.8743,0.16452,1.9269,0.16447,1.9274
279.7,0.18195,1.8728,0.1821,1.8741,0.16444,1.9268,0.16439,1.9273
279.8,0.18189,1.8726,0.18204,1.8739,0.16436,1.9267,0.16432,1.9272
279.9,0.18183,1.8724,0.18197,1.8737,0.16429,1.9266,0.16424,1.9271
280,0.18177,1.8722,0.18191,1.8735,0.16421,1.9265,0.16416,1.927
280.1,0.18171,1.872,0.18185,1.8733,0.16414,1.9265,0.16409,1.927
280.2,0.18165,1.8718,0.18179,1.8731,0.16406,1.9264,0.16401,1.9269
280.3,0.18158,1.8716,0.18173,1.8729,0.16399,1.9263,0.16394,1.9268
280.4,0.18152,1.8714,0.18167,1.8727,0.16391,1.9262,0.16386,1.9267
280.5,0.18146,1.8712,0.18161,1.8725,0.16384,1.9261,0.16379,1.9266
280.6,0.1814,1.871,0.18155,1.8723,0.16376,1.9261,0.16371,1.9266
280.7,0.18134,1.8708,0.18149,1.8721,0.16369,1.926,0.16364,1.9265
280.8,0.18128,1.8706,0.18143,1.8719,0.16361,1.9259,0.16356,1.9264
280.9,0.18122,1.8704,0.18137,1.8717,0.16354,1.9258,0.16349,1.9263
281,0.18116,1.8702,0.18131,1.8715,0.16346,1.9258,0.16341,1.9263
281.1,0.1811,1.87,0.18125,1.8713,0.16339,1.9257,0.16334,1.9262
281.2,0.18104,1.8698,0.18119,1.8711,0.16331,1.9256,0.16326,1.9261
281.3,0.18098,1.8696,0.18113,1.871,0.16324,1.9256,0.16319,1.9261
281.4,0.18092,1.8694,0.18107,1.8708,0.16316,1.9255,0.16312,1.926
281.5,0.18086,1.8692,0.18101,1.8706,0.16309,1.9254,0.16304,1.9259
281.6,0.1808,1.869,0.18095,1.8704,0.16302,1.9254,0.16297,1.9259
281.7,0.18074,1.8689,0.18089,1.8702,0.16294,1.9253,0.16289,1.9258
281.8,0.18068,1.8687,0.18083,1.87,0.16287,1.9252,0.16282,1.9257
281.9,0.18062,1.8685,0.18077,1.8698,0.1628,1.9252,0.16275,1.9257
282,0.18056,1.8683,0.18071,1.8697,0.16272,1.9251,0.16268,1.9256
282.1,0.1805,1.8681,0.18065,1.8695,0.16265,1.925,0.1626,1.9256
